seqid,source,type,start,end,score,strand,phase,attributes
1A,IWGSC,gene,14253391.0,14257167.0,.,-,.,ID=gene:TraesCS1A02G030900;biotype=protein_coding;gene_id=TraesCS1A02G030900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,15343594.0,15348515.0,.,-,.,ID=gene:TraesCS1A02G032900;biotype=protein_coding;description=Protein DETOXIFICATION [Source:UniProtKB/TrEMBL%3BAcc:W4ZWM1];gene_id=TraesCS1A02G032900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,18493615.0,18494853.0,.,-,.,ID=gene:TraesCS1A02G035400;biotype=protein_coding;gene_id=TraesCS1A02G035400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,18989913.0,18994414.0,.,-,.,ID=gene:TraesCS1A02G035500;biotype=protein_coding;gene_id=TraesCS1A02G035500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,19929936.0,19933705.0,.,-,.,ID=gene:TraesCS1A02G035900;biotype=protein_coding;gene_id=TraesCS1A02G035900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,22633431.0,22634135.0,.,-,.,ID=gene:TraesCS1A02G041300;biotype=protein_coding;gene_id=TraesCS1A02G041300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,22656561.0,22657221.0,.,-,.,ID=gene:TraesCS1A02G041400;biotype=protein_coding;gene_id=TraesCS1A02G041400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,22657694.0,22657945.0,.,+,.,ID=gene:TraesCS1A02G041500;biotype=protein_coding;gene_id=TraesCS1A02G041500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,28623296.0,28626864.0,.,+,.,ID=gene:TraesCS1A02G046600;biotype=protein_coding;gene_id=TraesCS1A02G046600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,31031094.0,31032449.0,.,-,.,ID=gene:TraesCS1A02G049500;biotype=protein_coding;gene_id=TraesCS1A02G049500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32260043.0,32262299.0,.,+,.,ID=gene:TraesCS1A02G050400;biotype=protein_coding;description=Bidirectional sugar transporter SWEET [Source:UniProtKB/TrEMBL%3BAcc:W4ZVD1];gene_id=TraesCS1A02G050400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32472235.0,32476408.0,.,-,.,ID=gene:TraesCS1A02G051000;biotype=protein_coding;gene_id=TraesCS1A02G051000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58931328.0,58934940.0,.,+,.,ID=gene:TraesCS1A02G076100;biotype=protein_coding;description=Nitrogen regulatory protein P-II homolog [Source:Projected from Arabidopsis thaliana (AT4G01900) UniProtKB/Swiss-Prot%3BAcc:Q9ZST4];gene_id=TraesCS1A02G076100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,63057503.0,63062305.0,.,-,.,ID=gene:TraesCS1A02G080300;biotype=protein_coding;gene_id=TraesCS1A02G080300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,102164806.0,102170320.0,.,+,.,ID=gene:TraesCS1A02G105700;biotype=protein_coding;gene_id=TraesCS1A02G105700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,111150791.0,111153945.0,.,-,.,ID=gene:TraesCS1A02G111000;biotype=protein_coding;description=Transition metal ion transporter%2C Ion transpor [Source: Projected from Oryza sativa (Os05g0164800)];gene_id=TraesCS1A02G111000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,124786602.0,124787399.0,.,-,.,ID=gene:TraesCS1A02G117400;biotype=protein_coding;gene_id=TraesCS1A02G117400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,177380837.0,177382928.0,.,+,.,ID=gene:TraesCS1A02G131700;biotype=protein_coding;gene_id=TraesCS1A02G131700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,177483605.0,177485389.0,.,+,.,ID=gene:TraesCS1A02G132000;biotype=protein_coding;gene_id=TraesCS1A02G132000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,312584969.0,312607067.0,.,-,.,ID=gene:TraesCS1A02G174900;biotype=protein_coding;gene_id=TraesCS1A02G174900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,333536003.0,333553122.0,.,-,.,ID=gene:TraesCS1A02G183700;biotype=protein_coding;gene_id=TraesCS1A02G183700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,362059732.0,362063167.0,.,-,.,ID=gene:TraesCS1A02G201000;biotype=protein_coding;gene_id=TraesCS1A02G201000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,363420421.0,363422792.0,.,+,.,ID=gene:TraesCS1A02G202100;biotype=protein_coding;description=Carboxypeptidase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5RYD5];gene_id=TraesCS1A02G202100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,365536062.0,365536994.0,.,+,.,ID=gene:TraesCS1A02G203800;biotype=protein_coding;gene_id=TraesCS1A02G203800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,368797510.0,368799818.0,.,+,.,ID=gene:TraesCS1A02G206300;biotype=protein_coding;gene_id=TraesCS1A02G206300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,449518415.0,449520334.0,.,-,.,ID=gene:TraesCS1A02G257200;biotype=protein_coding;gene_id=TraesCS1A02G257200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,474430833.0,474432419.0,.,-,.,ID=gene:TraesCS1A02G278800;biotype=protein_coding;gene_id=TraesCS1A02G278800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,474449755.0,474451774.0,.,-,.,ID=gene:TraesCS1A02G278900;biotype=protein_coding;gene_id=TraesCS1A02G278900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,490509793.0,490525089.0,.,-,.,ID=gene:TraesCS1A02G295600;biotype=protein_coding;gene_id=TraesCS1A02G295600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,504397252.0,504398719.0,.,+,.,ID=gene:TraesCS1A02G312500;biotype=protein_coding;gene_id=TraesCS1A02G312500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,531222220.0,531224465.0,.,-,.,ID=gene:TraesCS1A02G341600;biotype=protein_coding;gene_id=TraesCS1A02G341600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,531227499.0,531237925.0,.,+,.,ID=gene:TraesCS1A02G341700;biotype=protein_coding;gene_id=TraesCS1A02G341700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,549418214.0,549421078.0,.,+,.,ID=gene:TraesCS1A02G373200;biotype=protein_coding;gene_id=TraesCS1A02G373200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,550621858.0,550631769.0,.,-,.,ID=gene:TraesCS1A02G376500;biotype=protein_coding;gene_id=TraesCS1A02G376500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,551479529.0,551482223.0,.,-,.,ID=gene:TraesCS1A02G379200;biotype=protein_coding;gene_id=TraesCS1A02G379200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,554203927.0,554208584.0,.,+,.,ID=gene:TraesCS1A02G384000;biotype=protein_coding;gene_id=TraesCS1A02G384000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,566477445.0,566479620.0,.,-,.,ID=gene:TraesCS1A02G402800;biotype=protein_coding;description=Eukaryotic translation initiation factor 3 subunit D [Source:UniProtKB/TrEMBL%3BAcc:A0A341P461];gene_id=TraesCS1A02G402800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,570445479.0,570448629.0,.,+,.,ID=gene:TraesCS1A02G408800;biotype=protein_coding;gene_id=TraesCS1A02G408800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,570448983.0,570453239.0,.,-,.,ID=gene:TraesCS1A02G408900;biotype=protein_coding;gene_id=TraesCS1A02G408900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,574358629.0,574361629.0,.,-,.,ID=gene:TraesCS1A02G415400;biotype=protein_coding;description=Auxin efflux carrier component [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5RXA8];gene_id=TraesCS1A02G415400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,584879972.0,584889622.0,.,+,.,ID=gene:TraesCS1A02G434100;biotype=protein_coding;gene_id=TraesCS1A02G434100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,584942320.0,584944887.0,.,-,.,ID=gene:TraesCS1A02G434200;biotype=protein_coding;gene_id=TraesCS1A02G434200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,586922548.0,586923567.0,.,-,.,ID=gene:TraesCS1A02G437100;biotype=protein_coding;gene_id=TraesCS1A02G437100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,588899646.0,588903928.0,.,+,.,ID=gene:TraesCS1A02G439300;biotype=protein_coding;gene_id=TraesCS1A02G439300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,721433.0,726438.0,.,-,.,ID=gene:TraesCS1B02G000400;biotype=protein_coding;gene_id=TraesCS1B02G000400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1198799.0,1199794.0,.,+,.,ID=gene:TraesCS1B02G000600;biotype=protein_coding;gene_id=TraesCS1B02G000600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1208687.0,1213090.0,.,-,.,ID=gene:TraesCS1B02G000900;biotype=protein_coding;description=E3 ubiquitin-protein ligase SIS3 [Source:Projected from Arabidopsis thaliana (AT3G47990) UniProtKB/Swiss-Prot%3BAcc:Q8GYT9];gene_id=TraesCS1B02G000900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1248713.0,1255880.0,.,+,.,ID=gene:TraesCS1B02G001000;biotype=protein_coding;gene_id=TraesCS1B02G001000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1258800.0,1260681.0,.,+,.,ID=gene:TraesCS1B02G001100;biotype=protein_coding;gene_id=TraesCS1B02G001100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1416127.0,1418511.0,.,+,.,ID=gene:TraesCS1B02G001500;biotype=protein_coding;gene_id=TraesCS1B02G001500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1419308.0,1422174.0,.,-,.,ID=gene:TraesCS1B02G001600;biotype=protein_coding;gene_id=TraesCS1B02G001600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1430072.0,1436355.0,.,-,.,ID=gene:TraesCS1B02G001800;biotype=protein_coding;description=Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SMR1];gene_id=TraesCS1B02G001800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1522754.0,1534577.0,.,-,.,ID=gene:TraesCS1B02G002000;biotype=protein_coding;gene_id=TraesCS1B02G002000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1778773.0,1784048.0,.,+,.,ID=gene:TraesCS1B02G002400;biotype=protein_coding;gene_id=TraesCS1B02G002400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1807963.0,1812046.0,.,-,.,ID=gene:TraesCS1B02G002500;biotype=protein_coding;gene_id=TraesCS1B02G002500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1843611.0,1848953.0,.,-,.,ID=gene:TraesCS1B02G002800;biotype=protein_coding;gene_id=TraesCS1B02G002800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,1939037.0,1943192.0,.,-,.,ID=gene:TraesCS1B02G002900;biotype=protein_coding;gene_id=TraesCS1B02G002900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,3655656.0,3658361.0,.,+,.,ID=gene:TraesCS1B02G005600;biotype=protein_coding;gene_id=TraesCS1B02G005600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,4320651.0,4326770.0,.,-,.,ID=gene:TraesCS1B02G007800;biotype=protein_coding;gene_id=TraesCS1B02G007800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,4340022.0,4343180.0,.,+,.,ID=gene:TraesCS1B02G007900;biotype=protein_coding;gene_id=TraesCS1B02G007900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,4345220.0,4352718.0,.,-,.,ID=gene:TraesCS1B02G008000;biotype=protein_coding;gene_id=TraesCS1B02G008000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,4516817.0,4520149.0,.,-,.,ID=gene:TraesCS1B02G008600;biotype=protein_coding;gene_id=TraesCS1B02G008600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,5157094.0,5160358.0,.,+,.,ID=gene:TraesCS1B02G011100;biotype=protein_coding;description=Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL%3BAcc:Q6XPZ4];gene_id=TraesCS1B02G011100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,5584161.0,5585477.0,.,-,.,ID=gene:TraesCS1B02G011600;biotype=nontranslating_CDS;gene_id=TraesCS1B02G011600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,5696043.0,5699923.0,.,+,.,ID=gene:TraesCS1B02G011800;biotype=protein_coding;gene_id=TraesCS1B02G011800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,5851440.0,5857886.0,.,+,.,ID=gene:TraesCS1B02G012000;biotype=protein_coding;description=PM3-1B [Source:UniProtKB/TrEMBL%3BAcc:U5NIX0];gene_id=TraesCS1B02G012000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,5986094.0,5990787.0,.,+,.,ID=gene:TraesCS1B02G012200;biotype=protein_coding;gene_id=TraesCS1B02G012200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,6059915.0,6065449.0,.,+,.,ID=gene:TraesCS1B02G012400;biotype=protein_coding;gene_id=TraesCS1B02G012400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,6192939.0,6199163.0,.,+,.,ID=gene:TraesCS1B02G012800;biotype=protein_coding;gene_id=TraesCS1B02G012800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,6473815.0,6477799.0,.,+,.,ID=gene:TraesCS1B02G013900;biotype=protein_coding;gene_id=TraesCS1B02G013900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,6479152.0,6482613.0,.,+,.,ID=gene:TraesCS1B02G014000;biotype=protein_coding;gene_id=TraesCS1B02G014000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,7988894.0,7995986.0,.,+,.,ID=gene:TraesCS1B02G016400;biotype=protein_coding;gene_id=TraesCS1B02G016400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8180389.0,8182007.0,.,+,.,ID=gene:TraesCS1B02G016800;biotype=protein_coding;gene_id=TraesCS1B02G016800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8222272.0,8224224.0,.,+,.,ID=gene:TraesCS1B02G017100;biotype=protein_coding;gene_id=TraesCS1B02G017100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8658494.0,8659247.0,.,+,.,ID=gene:TraesCS1B02G017700;biotype=protein_coding;gene_id=TraesCS1B02G017700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8663173.0,8677747.0,.,+,.,ID=gene:TraesCS1B02G017800;biotype=protein_coding;description=Methionine S-methyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A341NVY9];gene_id=TraesCS1B02G017800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8696273.0,8698574.0,.,+,.,ID=gene:TraesCS1B02G017900;biotype=protein_coding;gene_id=TraesCS1B02G017900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8772543.0,8775516.0,.,-,.,ID=gene:TraesCS1B02G018200;biotype=protein_coding;description=Arginine decarboxylase [Source:UniProtKB/TrEMBL%3BAcc:W5ABN0];gene_id=TraesCS1B02G018200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8864601.0,8867261.0,.,-,.,ID=gene:TraesCS1B02G018600;biotype=protein_coding;gene_id=TraesCS1B02G018600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8946401.0,8948562.0,.,+,.,ID=gene:TraesCS1B02G018900;biotype=protein_coding;gene_id=TraesCS1B02G018900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,9069399.0,9073186.0,.,-,.,ID=gene:TraesCS1B02G019100;biotype=protein_coding;gene_id=TraesCS1B02G019100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,9075481.0,9081212.0,.,+,.,ID=gene:TraesCS1B02G019200;biotype=protein_coding;description=Tubulin-folding cofactor E [Source:Projected from Arabidopsis thaliana (AT1G71440) UniProtKB/Swiss-Prot%3BAcc:Q8GRL7];gene_id=TraesCS1B02G019200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,9081222.0,9082450.0,.,+,.,ID=gene:TraesCS1B02G019300;biotype=protein_coding;gene_id=TraesCS1B02G019300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,9546914.0,9551729.0,.,-,.,ID=gene:TraesCS1B02G020300;biotype=protein_coding;gene_id=TraesCS1B02G020300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,9720065.0,9724052.0,.,-,.,ID=gene:TraesCS1B02G021200;biotype=protein_coding;gene_id=TraesCS1B02G021200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,9837979.0,9844502.0,.,+,.,ID=gene:TraesCS1B02G021300;biotype=protein_coding;description=Phosphatidate cytidylyltransferase [Source:UniProtKB/TrEMBL%3BAcc:W5A916];gene_id=TraesCS1B02G021300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,10103676.0,10106964.0,.,-,.,ID=gene:TraesCS1B02G022700;biotype=protein_coding;gene_id=TraesCS1B02G022700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,10111346.0,10114127.0,.,-,.,ID=gene:TraesCS1B02G022800;biotype=protein_coding;description=V-type proton ATPase proteolipid subunit [Source:UniProtKB/TrEMBL%3BAcc:A0A341NV09];gene_id=TraesCS1B02G022800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,10203991.0,10206698.0,.,-,.,ID=gene:TraesCS1B02G022900;biotype=protein_coding;gene_id=TraesCS1B02G022900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,10359349.0,10368286.0,.,-,.,ID=gene:TraesCS1B02G023000;biotype=protein_coding;gene_id=TraesCS1B02G023000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,11177447.0,11182638.0,.,-,.,ID=gene:TraesCS1B02G023800;biotype=protein_coding;gene_id=TraesCS1B02G023800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,11691995.0,11693479.0,.,-,.,ID=gene:TraesCS1B02G024300;biotype=protein_coding;gene_id=TraesCS1B02G024300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,11695669.0,11702119.0,.,-,.,ID=gene:TraesCS1B02G024400;biotype=protein_coding;gene_id=TraesCS1B02G024400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,11857187.0,11860248.0,.,+,.,ID=gene:TraesCS1B02G024500;biotype=protein_coding;description=Actin [Source:UniProtKB/TrEMBL%3BAcc:Q5EWZ1];gene_id=TraesCS1B02G024500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,13039605.0,13044769.0,.,+,.,ID=gene:TraesCS1B02G027000;biotype=protein_coding;gene_id=TraesCS1B02G027000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,13244021.0,13248866.0,.,-,.,ID=gene:TraesCS1B02G027200;biotype=protein_coding;gene_id=TraesCS1B02G027200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,14145085.0,14153094.0,.,+,.,ID=gene:TraesCS1B02G029100;biotype=protein_coding;gene_id=TraesCS1B02G029100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,14843598.0,14847648.0,.,+,.,ID=gene:TraesCS1B02G030000;biotype=protein_coding;gene_id=TraesCS1B02G030000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15141444.0,15142626.0,.,+,.,ID=gene:TraesCS1B02G030700;biotype=protein_coding;gene_id=TraesCS1B02G030700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15165681.0,15176969.0,.,-,.,ID=gene:TraesCS1B02G030800;biotype=protein_coding;gene_id=TraesCS1B02G030800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15288136.0,15290367.0,.,+,.,ID=gene:TraesCS1B02G031000;biotype=protein_coding;gene_id=TraesCS1B02G031000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15290430.0,15295770.0,.,-,.,ID=gene:TraesCS1B02G031100;biotype=protein_coding;gene_id=TraesCS1B02G031100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15438996.0,15441928.0,.,-,.,ID=gene:TraesCS1B02G031500;biotype=protein_coding;gene_id=TraesCS1B02G031500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15448355.0,15451124.0,.,-,.,ID=gene:TraesCS1B02G031600;biotype=protein_coding;gene_id=TraesCS1B02G031600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15744865.0,15751148.0,.,-,.,ID=gene:TraesCS1B02G032500;biotype=protein_coding;description=Probable serine/threonine-protein kinase WNK3 [Source:Projected from Arabidopsis thaliana (AT3G48260) UniProtKB/Swiss-Prot%3BAcc:Q9STK6];gene_id=TraesCS1B02G032500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,15869836.0,15875064.0,.,+,.,ID=gene:TraesCS1B02G032600;biotype=protein_coding;gene_id=TraesCS1B02G032600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16216483.0,16217635.0,.,+,.,ID=gene:TraesCS1B02G033200;biotype=protein_coding;gene_id=TraesCS1B02G033200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16464518.0,16464769.0,.,-,.,ID=gene:TraesCS1B02G033900;biotype=protein_coding;gene_id=TraesCS1B02G033900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16465496.0,16465732.0,.,+,.,ID=gene:TraesCS1B02G034000;biotype=protein_coding;gene_id=TraesCS1B02G034000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16478350.0,16479064.0,.,+,.,ID=gene:TraesCS1B02G034100;biotype=protein_coding;gene_id=TraesCS1B02G034100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16480168.0,16480743.0,.,-,.,ID=gene:TraesCS1B02G034200;biotype=protein_coding;gene_id=TraesCS1B02G034200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16530030.0,16530854.0,.,+,.,ID=gene:TraesCS1B02G034600;biotype=protein_coding;gene_id=TraesCS1B02G034600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16532045.0,16534107.0,.,+,.,ID=gene:TraesCS1B02G034700;biotype=protein_coding;gene_id=TraesCS1B02G034700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16644449.0,16645738.0,.,+,.,ID=gene:TraesCS1B02G034900;biotype=protein_coding;gene_id=TraesCS1B02G034900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16693069.0,16693803.0,.,+,.,ID=gene:TraesCS1B02G035100;biotype=protein_coding;gene_id=TraesCS1B02G035100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,17352277.0,17357093.0,.,-,.,ID=gene:TraesCS1B02G036400;biotype=protein_coding;gene_id=TraesCS1B02G036400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,17379054.0,17386839.0,.,+,.,ID=gene:TraesCS1B02G036500;biotype=protein_coding;gene_id=TraesCS1B02G036500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,17622750.0,17624788.0,.,-,.,ID=gene:TraesCS1B02G036900;biotype=protein_coding;gene_id=TraesCS1B02G036900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,17681156.0,17687028.0,.,+,.,ID=gene:TraesCS1B02G037000;biotype=protein_coding;description=Protein DETOXIFICATION [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SJS4];gene_id=TraesCS1B02G037000;logic_name=iwgsc_high_conf
