seqid,source,type,start,end,score,strand,phase,attributes
1A,IWGSC,gene,212021777.0,212025958.0,.,-,.,ID=gene:TraesCS1A02G136000;biotype=protein_coding;gene_id=TraesCS1A02G136000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,258857615.0,258862764.0,.,-,.,ID=gene:TraesCS1A02G150800;biotype=protein_coding;gene_id=TraesCS1A02G150800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,284902269.0,284905891.0,.,-,.,ID=gene:TraesCS1A02G159200;biotype=protein_coding;gene_id=TraesCS1A02G159200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,292757833.0,292778942.0,.,-,.,ID=gene:TraesCS1A02G163100;biotype=protein_coding;gene_id=TraesCS1A02G163100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,338593153.0,338597314.0,.,-,.,ID=gene:TraesCS1A02G187600;biotype=protein_coding;gene_id=TraesCS1A02G187600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,363690449.0,363695876.0,.,+,.,ID=gene:TraesCS1A02G202700;biotype=protein_coding;gene_id=TraesCS1A02G202700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,375014696.0,375016345.0,.,-,.,ID=gene:TraesCS1A02G212300;biotype=protein_coding;gene_id=TraesCS1A02G212300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,399825242.0,399826597.0,.,-,.,ID=gene:TraesCS1A02G228500;biotype=protein_coding;gene_id=TraesCS1A02G228500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,430188372.0,430190090.0,.,-,.,ID=gene:TraesCS1A02G242000;biotype=protein_coding;gene_id=TraesCS1A02G242000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,441797721.0,441800648.0,.,+,.,ID=gene:TraesCS1A02G249800;biotype=protein_coding;gene_id=TraesCS1A02G249800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,452051195.0,452052750.0,.,+,.,ID=gene:TraesCS1A02G259100;biotype=protein_coding;gene_id=TraesCS1A02G259100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,487100407.0,487103619.0,.,-,.,ID=gene:TraesCS1A02G290800;biotype=protein_coding;gene_id=TraesCS1A02G290800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,488619059.0,488620361.0,.,+,.,ID=gene:TraesCS1A02G293400;biotype=protein_coding;gene_id=TraesCS1A02G293400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,497083211.0,497084830.0,.,+,.,ID=gene:TraesCS1A02G303400;biotype=protein_coding;description=Patatin [Source:UniProtKB/TrEMBL%3BAcc:W4ZLU2];gene_id=TraesCS1A02G303400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,508962029.0,508962310.0,.,+,.,ID=gene:TraesCS1A02G317700;biotype=protein_coding;gene_id=TraesCS1A02G317700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,519848872.0,519850542.0,.,+,.,ID=gene:TraesCS1A02G330800;biotype=protein_coding;gene_id=TraesCS1A02G330800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,536660906.0,536664606.0,.,-,.,ID=gene:TraesCS1A02G352700;biotype=protein_coding;gene_id=TraesCS1A02G352700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,546519495.0,546519940.0,.,+,.,ID=gene:TraesCS1A02G368900;biotype=protein_coding;gene_id=TraesCS1A02G368900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,550109457.0,550111705.0,.,+,.,ID=gene:TraesCS1A02G375200;biotype=protein_coding;gene_id=TraesCS1A02G375200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,550967927.0,550969339.0,.,-,.,ID=gene:TraesCS1A02G377900;biotype=protein_coding;description=Hexosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5RTT1];gene_id=TraesCS1A02G377900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,551313777.0,551317799.0,.,-,.,ID=gene:TraesCS1A02G378900;biotype=protein_coding;gene_id=TraesCS1A02G378900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,554061310.0,554063347.0,.,+,.,ID=gene:TraesCS1A02G383500;biotype=protein_coding;gene_id=TraesCS1A02G383500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,554102512.0,554106196.0,.,+,.,ID=gene:TraesCS1A02G383900;biotype=protein_coding;gene_id=TraesCS1A02G383900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,555512819.0,555513577.0,.,+,.,ID=gene:TraesCS1A02G385900;biotype=protein_coding;gene_id=TraesCS1A02G385900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,563608918.0,563610026.0,.,-,.,ID=gene:TraesCS1A02G398200;biotype=protein_coding;gene_id=TraesCS1A02G398200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,564758787.0,564761591.0,.,+,.,ID=gene:TraesCS1A02G401400;biotype=protein_coding;gene_id=TraesCS1A02G401400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,570153572.0,570155654.0,.,-,.,ID=gene:TraesCS1A02G407800;biotype=protein_coding;description=Patatin [Source:UniProtKB/TrEMBL%3BAcc:W4ZQZ0];gene_id=TraesCS1A02G407800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,572883079.0,572883515.0,.,-,.,ID=gene:TraesCS1A02G412600;biotype=protein_coding;gene_id=TraesCS1A02G412600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,573925775.0,573927514.0,.,-,.,ID=gene:TraesCS1A02G414500;biotype=protein_coding;gene_id=TraesCS1A02G414500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,575872791.0,575873468.0,.,+,.,ID=gene:TraesCS1A02G418800;biotype=protein_coding;gene_id=TraesCS1A02G418800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,579171915.0,579173746.0,.,+,.,ID=gene:TraesCS1A02G424100;biotype=protein_coding;gene_id=TraesCS1A02G424100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,580739950.0,580743663.0,.,-,.,ID=gene:TraesCS1A02G426000;biotype=protein_coding;gene_id=TraesCS1A02G426000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,584069722.0,584072287.0,.,-,.,ID=gene:TraesCS1A02G432100;biotype=protein_coding;gene_id=TraesCS1A02G432100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,584083815.0,584086467.0,.,+,.,ID=gene:TraesCS1A02G432200;biotype=protein_coding;gene_id=TraesCS1A02G432200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,586512310.0,586512804.0,.,+,.,ID=gene:TraesCS1A02G436100;biotype=protein_coding;gene_id=TraesCS1A02G436100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,586516495.0,586519878.0,.,-,.,ID=gene:TraesCS1A02G436200;biotype=protein_coding;gene_id=TraesCS1A02G436200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,587384725.0,587387840.0,.,-,.,ID=gene:TraesCS1A02G437700;biotype=protein_coding;gene_id=TraesCS1A02G437700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,590342119.0,590348478.0,.,-,.,ID=gene:TraesCS1A02G441600;biotype=protein_coding;gene_id=TraesCS1A02G441600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,590546517.0,590553218.0,.,+,.,ID=gene:TraesCS1A02G441800;biotype=protein_coding;gene_id=TraesCS1A02G441800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,593295227.0,593301920.0,.,+,.,ID=gene:TraesCS1A02G445600;biotype=protein_coding;gene_id=TraesCS1A02G445600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,17343494.0,17346893.0,.,+,.,ID=gene:TraesCS1B02G036300;biotype=protein_coding;gene_id=TraesCS1B02G036300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,17889740.0,17892524.0,.,+,.,ID=gene:TraesCS1B02G038100;biotype=protein_coding;gene_id=TraesCS1B02G038100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,18419377.0,18423130.0,.,-,.,ID=gene:TraesCS1B02G038800;biotype=protein_coding;gene_id=TraesCS1B02G038800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,31125652.0,31127538.0,.,+,.,ID=gene:TraesCS1B02G051300;biotype=protein_coding;gene_id=TraesCS1B02G051300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,284053135.0,284054390.0,.,-,.,ID=gene:TraesCS1B02G163300;biotype=protein_coding;gene_id=TraesCS1B02G163300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,298073340.0,298089510.0,.,-,.,ID=gene:TraesCS1B02G168400;biotype=protein_coding;gene_id=TraesCS1B02G168400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,385157768.0,385162726.0,.,+,.,ID=gene:TraesCS1B02G211600;biotype=protein_coding;gene_id=TraesCS1B02G211600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,396531051.0,396533311.0,.,+,.,ID=gene:TraesCS1B02G219100;biotype=protein_coding;gene_id=TraesCS1B02G219100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,402103909.0,402113745.0,.,-,.,ID=gene:TraesCS1B02G224100;biotype=protein_coding;gene_id=TraesCS1B02G224100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,405710409.0,405711985.0,.,-,.,ID=gene:TraesCS1B02G225900;biotype=protein_coding;gene_id=TraesCS1B02G225900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,438176124.0,438183399.0,.,+,.,ID=gene:TraesCS1B02G247700;biotype=protein_coding;gene_id=TraesCS1B02G247700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,447323125.0,447327142.0,.,-,.,ID=gene:TraesCS1B02G253700;biotype=protein_coding;description=Protein N-terminal glutamine amidohydrolase [Source:Projected from Arabidopsis thaliana (AT2G41760) UniProtKB/Swiss-Prot%3BAcc:O22944];gene_id=TraesCS1B02G253700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,450027843.0,450031104.0,.,+,.,ID=gene:TraesCS1B02G255600;biotype=protein_coding;gene_id=TraesCS1B02G255600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,460578389.0,460581993.0,.,-,.,ID=gene:TraesCS1B02G262200;biotype=protein_coding;description=BI1-like protein [Source:Projected from Arabidopsis thaliana (AT4G15470) UniProtKB/Swiss-Prot%3BAcc:Q94A20];gene_id=TraesCS1B02G262200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,465585111.0,465589319.0,.,-,.,ID=gene:TraesCS1B02G264800;biotype=protein_coding;gene_id=TraesCS1B02G264800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,478256239.0,478260991.0,.,-,.,ID=gene:TraesCS1B02G272200;biotype=protein_coding;description=MLO-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A341P7D1];gene_id=TraesCS1B02G272200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,478721054.0,478725344.0,.,-,.,ID=gene:TraesCS1B02G272900;biotype=protein_coding;gene_id=TraesCS1B02G272900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,487489192.0,487496862.0,.,-,.,ID=gene:TraesCS1B02G279200;biotype=protein_coding;gene_id=TraesCS1B02G279200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,515050824.0,515051485.0,.,+,.,ID=gene:TraesCS1B02G296400;biotype=protein_coding;gene_id=TraesCS1B02G296400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,519619560.0,519624954.0,.,+,.,ID=gene:TraesCS1B02G298400;biotype=protein_coding;gene_id=TraesCS1B02G298400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,543843642.0,543844013.0,.,+,.,ID=gene:TraesCS1B02G319800;biotype=protein_coding;gene_id=TraesCS1B02G319800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,545799861.0,545801655.0,.,+,.,ID=gene:TraesCS1B02G321700;biotype=protein_coding;gene_id=TraesCS1B02G321700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,546681088.0,546686600.0,.,-,.,ID=gene:TraesCS1B02G322200;biotype=protein_coding;gene_id=TraesCS1B02G322200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,551497430.0,551498613.0,.,-,.,ID=gene:TraesCS1B02G326000;biotype=protein_coding;gene_id=TraesCS1B02G326000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,551759481.0,551761446.0,.,+,.,ID=gene:TraesCS1B02G326200;biotype=protein_coding;gene_id=TraesCS1B02G326200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,561494312.0,561499985.0,.,+,.,ID=gene:TraesCS1B02G334100;biotype=protein_coding;gene_id=TraesCS1B02G334100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,562468353.0,562469855.0,.,-,.,ID=gene:TraesCS1B02G335400;biotype=protein_coding;gene_id=TraesCS1B02G335400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,571164481.0,571171727.0,.,+,.,ID=gene:TraesCS1B02G342700;biotype=protein_coding;gene_id=TraesCS1B02G342700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,577921359.0,577931934.0,.,-,.,ID=gene:TraesCS1B02G348600;biotype=protein_coding;gene_id=TraesCS1B02G348600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,608335179.0,608335695.0,.,-,.,ID=gene:TraesCS1B02G376600;biotype=protein_coding;description=Histone H4 variant TH011 [Source:UniProtKB/Swiss-Prot%3BAcc:P62785];gene_id=TraesCS1B02G376600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,614942462.0,614945048.0,.,+,.,ID=gene:TraesCS1B02G382700;biotype=protein_coding;gene_id=TraesCS1B02G382700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,624999994.0,625001329.0,.,+,.,ID=gene:TraesCS1B02G392100;biotype=protein_coding;gene_id=TraesCS1B02G392100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,626595085.0,626595375.0,.,+,.,ID=gene:TraesCS1B02G394400;biotype=protein_coding;gene_id=TraesCS1B02G394400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,632751553.0,632752549.0,.,+,.,ID=gene:TraesCS1B02G403100;biotype=protein_coding;gene_id=TraesCS1B02G403100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,633092424.0,633100075.0,.,-,.,ID=gene:TraesCS1B02G403300;biotype=protein_coding;gene_id=TraesCS1B02G403300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,637397220.0,637400237.0,.,+,.,ID=gene:TraesCS1B02G410600;biotype=protein_coding;gene_id=TraesCS1B02G410600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,637523344.0,637526010.0,.,-,.,ID=gene:TraesCS1B02G410900;biotype=protein_coding;gene_id=TraesCS1B02G410900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,637543578.0,637548326.0,.,+,.,ID=gene:TraesCS1B02G411000;biotype=protein_coding;description=DNA replication complex GINS protein PSF2 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SWM0];gene_id=TraesCS1B02G411000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,640609054.0,640611891.0,.,+,.,ID=gene:TraesCS1B02G415600;biotype=protein_coding;gene_id=TraesCS1B02G415600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,642121421.0,642123110.0,.,-,.,ID=gene:TraesCS1B02G418000;biotype=protein_coding;gene_id=TraesCS1B02G418000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,652638559.0,652640256.0,.,+,.,ID=gene:TraesCS1B02G427300;biotype=protein_coding;gene_id=TraesCS1B02G427300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,655766010.0,655776660.0,.,-,.,ID=gene:TraesCS1B02G431300;biotype=protein_coding;gene_id=TraesCS1B02G431300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,660100325.0,660102116.0,.,-,.,ID=gene:TraesCS1B02G437400;biotype=protein_coding;gene_id=TraesCS1B02G437400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,663607263.0,663612119.0,.,-,.,ID=gene:TraesCS1B02G442700;biotype=protein_coding;gene_id=TraesCS1B02G442700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,665273729.0,665278609.0,.,+,.,ID=gene:TraesCS1B02G445000;biotype=protein_coding;gene_id=TraesCS1B02G445000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,668182903.0,668184142.0,.,+,.,ID=gene:TraesCS1B02G449900;biotype=protein_coding;gene_id=TraesCS1B02G449900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,674079473.0,674081140.0,.,-,.,ID=gene:TraesCS1B02G461000;biotype=protein_coding;gene_id=TraesCS1B02G461000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,676810199.0,676829128.0,.,+,.,ID=gene:TraesCS1B02G466400;biotype=protein_coding;gene_id=TraesCS1B02G466400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,680990832.0,680991951.0,.,+,.,ID=gene:TraesCS1B02G472700;biotype=protein_coding;gene_id=TraesCS1B02G472700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,548169.0,554637.0,.,-,.,ID=gene:TraesCS1D02G002300;biotype=protein_coding;gene_id=TraesCS1D02G002300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6591228.0,6594257.0,.,-,.,ID=gene:TraesCS1D02G012700;biotype=protein_coding;description=Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL%3BAcc:W5AN22];gene_id=TraesCS1D02G012700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7510088.0,7511448.0,.,+,.,ID=gene:TraesCS1D02G016700;biotype=protein_coding;gene_id=TraesCS1D02G016700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7896854.0,7899155.0,.,-,.,ID=gene:TraesCS1D02G017900;biotype=protein_coding;gene_id=TraesCS1D02G017900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7905554.0,7907154.0,.,-,.,ID=gene:TraesCS1D02G018100;biotype=protein_coding;gene_id=TraesCS1D02G018100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,12822196.0,12823771.0,.,+,.,ID=gene:TraesCS1D02G032500;biotype=protein_coding;gene_id=TraesCS1D02G032500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,18159132.0,18163387.0,.,+,.,ID=gene:TraesCS1D02G038000;biotype=protein_coding;gene_id=TraesCS1D02G038000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,20568149.0,20570000.0,.,+,.,ID=gene:TraesCS1D02G042100;biotype=protein_coding;description=3-ketoacyl-CoA synthase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T3Y9];gene_id=TraesCS1D02G042100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,28213691.0,28216242.0,.,-,.,ID=gene:TraesCS1D02G048300;biotype=protein_coding;gene_id=TraesCS1D02G048300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,34944703.0,34946404.0,.,-,.,ID=gene:TraesCS1D02G053800;biotype=protein_coding;description=Bacterial-type ATP binding cassette (ABC) transporter%2C Al toleranc [Source: Projected from Oryza sativa (Os05g0119000)];gene_id=TraesCS1D02G053800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,44648152.0,44651988.0,.,-,.,ID=gene:TraesCS1D02G064200;biotype=protein_coding;gene_id=TraesCS1D02G064200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,46631910.0,46635411.0,.,-,.,ID=gene:TraesCS1D02G065300;biotype=protein_coding;gene_id=TraesCS1D02G065300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,49423235.0,49426557.0,.,-,.,ID=gene:TraesCS1D02G067600;biotype=protein_coding;gene_id=TraesCS1D02G067600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,50719578.0,50720259.0,.,-,.,ID=gene:TraesCS1D02G069800;biotype=protein_coding;gene_id=TraesCS1D02G069800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,70119852.0,70120894.0,.,+,.,ID=gene:TraesCS1D02G085800;biotype=protein_coding;gene_id=TraesCS1D02G085800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,70892465.0,70892692.0,.,-,.,ID=gene:TraesCS1D02G086500;biotype=protein_coding;gene_id=TraesCS1D02G086500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,81366947.0,81368826.0,.,+,.,ID=gene:TraesCS1D02G096200;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W5AKM7];gene_id=TraesCS1D02G096200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,110504433.0,110519453.0,.,-,.,ID=gene:TraesCS1D02G114400;biotype=protein_coding;gene_id=TraesCS1D02G114400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,114161191.0,114161686.0,.,+,.,ID=gene:TraesCS1D02G118400;biotype=protein_coding;gene_id=TraesCS1D02G118400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,143256701.0,143260129.0,.,-,.,ID=gene:TraesCS1D02G129600;biotype=protein_coding;gene_id=TraesCS1D02G129600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,166822476.0,166847564.0,.,-,.,ID=gene:TraesCS1D02G134200;biotype=protein_coding;description=Histone acetyltransferase GCN5 [Source:Projected from Arabidopsis thaliana (AT3G54610) UniProtKB/Swiss-Prot%3BAcc:Q9AR19];gene_id=TraesCS1D02G134200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,188456235.0,188460700.0,.,-,.,ID=gene:TraesCS1D02G137900;biotype=protein_coding;gene_id=TraesCS1D02G137900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,203866615.0,203874177.0,.,-,.,ID=gene:TraesCS1D02G147800;biotype=protein_coding;gene_id=TraesCS1D02G147800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,220878357.0,220884395.0,.,-,.,ID=gene:TraesCS1D02G156600;biotype=protein_coding;gene_id=TraesCS1D02G156600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,248927211.0,248931303.0,.,-,.,ID=gene:TraesCS1D02G174600;biotype=protein_coding;gene_id=TraesCS1D02G174600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,271837356.0,271837817.0,.,-,.,ID=gene:TraesCS1D02G194600;biotype=protein_coding;gene_id=TraesCS1D02G194600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,286387215.0,286389551.0,.,+,.,ID=gene:TraesCS1D02G202900;biotype=protein_coding;gene_id=TraesCS1D02G202900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,288162254.0,288163881.0,.,+,.,ID=gene:TraesCS1D02G203600;biotype=protein_coding;gene_id=TraesCS1D02G203600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,300707409.0,300709038.0,.,-,.,ID=gene:TraesCS1D02G215300;biotype=protein_coding;gene_id=TraesCS1D02G215300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,321704538.0,321704948.0,.,-,.,ID=gene:TraesCS1D02G233200;biotype=protein_coding;description=Histone H3 [Source:UniProtKB/TrEMBL%3BAcc:A0A077RTJ8];gene_id=TraesCS1D02G233200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,355469718.0,355474464.0,.,-,.,ID=gene:TraesCS1D02G261400;biotype=protein_coding;description=MLO-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6RFE5];gene_id=TraesCS1D02G261400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,378071222.0,378071992.0,.,-,.,ID=gene:TraesCS1D02G280100;biotype=protein_coding;gene_id=TraesCS1D02G280100;logic_name=iwgsc_high_conf
