seqid,source,type,start,end,score,strand,phase,attributes
1B,IWGSC,gene,31125652.0,31127538.0,.,+,.,ID=gene:TraesCS1B02G051300;biotype=protein_coding;gene_id=TraesCS1B02G051300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,39377535.0,39385214.0,.,+,.,ID=gene:TraesCS1B02G056400;biotype=protein_coding;gene_id=TraesCS1B02G056400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,39393328.0,39397972.0,.,-,.,ID=gene:TraesCS1B02G056500;biotype=protein_coding;gene_id=TraesCS1B02G056500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,113816236.0,113817684.0,.,-,.,ID=gene:TraesCS1B02G104000;biotype=protein_coding;gene_id=TraesCS1B02G104000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,121403988.0,121406447.0,.,+,.,ID=gene:TraesCS1B02G109400;biotype=protein_coding;gene_id=TraesCS1B02G109400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,121761027.0,121763665.0,.,-,.,ID=gene:TraesCS1B02G109700;biotype=protein_coding;gene_id=TraesCS1B02G109700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,121763672.0,121770455.0,.,-,.,ID=gene:TraesCS1B02G109800;biotype=protein_coding;gene_id=TraesCS1B02G109800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,130018645.0,130021143.0,.,-,.,ID=gene:TraesCS1B02G112000;biotype=protein_coding;gene_id=TraesCS1B02G112000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,139069415.0,139073132.0,.,-,.,ID=gene:TraesCS1B02G118400;biotype=protein_coding;description=Pyridoxal phosphate homeostasis protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SM55];gene_id=TraesCS1B02G118400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,142291195.0,142292902.0,.,+,.,ID=gene:TraesCS1B02G120200;biotype=protein_coding;gene_id=TraesCS1B02G120200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,145359519.0,145360822.0,.,+,.,ID=gene:TraesCS1B02G121800;biotype=protein_coding;gene_id=TraesCS1B02G121800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,162279218.0,162285525.0,.,+,.,ID=gene:TraesCS1B02G130600;biotype=protein_coding;gene_id=TraesCS1B02G130600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,180683827.0,180687356.0,.,-,.,ID=gene:TraesCS1B02G138900;biotype=protein_coding;gene_id=TraesCS1B02G138900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,240485424.0,240504891.0,.,-,.,ID=gene:TraesCS1B02G152000;biotype=protein_coding;gene_id=TraesCS1B02G152000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,284053135.0,284054390.0,.,-,.,ID=gene:TraesCS1B02G163300;biotype=protein_coding;gene_id=TraesCS1B02G163300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,327831406.0,327840756.0,.,+,.,ID=gene:TraesCS1B02G181100;biotype=protein_coding;description=Katanin p80 WD40 repeat-containing subunit B1 homolog [Source:UniProtKB/TrEMBL%3BAcc:A0A341P2R9];gene_id=TraesCS1B02G181100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,329941622.0,329945291.0,.,+,.,ID=gene:TraesCS1B02G183000;biotype=protein_coding;gene_id=TraesCS1B02G183000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,331127979.0,331141170.0,.,+,.,ID=gene:TraesCS1B02G184400;biotype=protein_coding;gene_id=TraesCS1B02G184400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,334674777.0,334685163.0,.,+,.,ID=gene:TraesCS1B02G187300;biotype=protein_coding;gene_id=TraesCS1B02G187300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,385157768.0,385162726.0,.,+,.,ID=gene:TraesCS1B02G211600;biotype=protein_coding;gene_id=TraesCS1B02G211600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,399195576.0,399198971.0,.,+,.,ID=gene:TraesCS1B02G221800;biotype=protein_coding;gene_id=TraesCS1B02G221800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,402103909.0,402113745.0,.,-,.,ID=gene:TraesCS1B02G224100;biotype=protein_coding;gene_id=TraesCS1B02G224100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,438176124.0,438183399.0,.,+,.,ID=gene:TraesCS1B02G247700;biotype=protein_coding;gene_id=TraesCS1B02G247700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,450027843.0,450031104.0,.,+,.,ID=gene:TraesCS1B02G255600;biotype=protein_coding;gene_id=TraesCS1B02G255600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,456184940.0,456188362.0,.,-,.,ID=gene:TraesCS1B02G258700;biotype=protein_coding;gene_id=TraesCS1B02G258700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,461233345.0,461237264.0,.,-,.,ID=gene:TraesCS1B02G262300;biotype=protein_coding;gene_id=TraesCS1B02G262300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,465585111.0,465589319.0,.,-,.,ID=gene:TraesCS1B02G264800;biotype=protein_coding;gene_id=TraesCS1B02G264800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,478721054.0,478725344.0,.,-,.,ID=gene:TraesCS1B02G272900;biotype=protein_coding;gene_id=TraesCS1B02G272900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,487489192.0,487496862.0,.,-,.,ID=gene:TraesCS1B02G279200;biotype=protein_coding;gene_id=TraesCS1B02G279200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,510979760.0,510985634.0,.,-,.,ID=gene:TraesCS1B02G293300;biotype=protein_coding;gene_id=TraesCS1B02G293300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,515050824.0,515051485.0,.,+,.,ID=gene:TraesCS1B02G296400;biotype=protein_coding;gene_id=TraesCS1B02G296400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,543843642.0,543844013.0,.,+,.,ID=gene:TraesCS1B02G319800;biotype=protein_coding;gene_id=TraesCS1B02G319800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,546681088.0,546686600.0,.,-,.,ID=gene:TraesCS1B02G322200;biotype=protein_coding;gene_id=TraesCS1B02G322200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,551032279.0,551033481.0,.,-,.,ID=gene:TraesCS1B02G325300;biotype=protein_coding;gene_id=TraesCS1B02G325300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,551759481.0,551761446.0,.,+,.,ID=gene:TraesCS1B02G326200;biotype=protein_coding;gene_id=TraesCS1B02G326200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,564631830.0,564636733.0,.,-,.,ID=gene:TraesCS1B02G337300;biotype=protein_coding;gene_id=TraesCS1B02G337300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,569972545.0,569977599.0,.,+,.,ID=gene:TraesCS1B02G341700;biotype=protein_coding;description=Poly [ADP-ribose] polymerase [Source:UniProtKB/TrEMBL%3BAcc:W5A3C9];gene_id=TraesCS1B02G341700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,571164481.0,571171727.0,.,+,.,ID=gene:TraesCS1B02G342700;biotype=protein_coding;gene_id=TraesCS1B02G342700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,583983134.0,583986870.0,.,+,.,ID=gene:TraesCS1B02G354000;biotype=protein_coding;description=BAHD acyltransferase DCR [Source:Projected from Arabidopsis thaliana (AT5G23940) UniProtKB/Swiss-Prot%3BAcc:Q9FF86];gene_id=TraesCS1B02G354000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,594491883.0,594493557.0,.,-,.,ID=gene:TraesCS1B02G364600;biotype=protein_coding;gene_id=TraesCS1B02G364600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,603748990.0,603754958.0,.,+,.,ID=gene:TraesCS1B02G373400;biotype=protein_coding;gene_id=TraesCS1B02G373400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,608335179.0,608335695.0,.,-,.,ID=gene:TraesCS1B02G376600;biotype=protein_coding;description=Histone H4 variant TH011 [Source:UniProtKB/Swiss-Prot%3BAcc:P62785];gene_id=TraesCS1B02G376600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,621584400.0,621586414.0,.,-,.,ID=gene:TraesCS1B02G387300;biotype=protein_coding;gene_id=TraesCS1B02G387300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,627841325.0,627841753.0,.,+,.,ID=gene:TraesCS1B02G395800;biotype=protein_coding;gene_id=TraesCS1B02G395800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,632751553.0,632752549.0,.,+,.,ID=gene:TraesCS1B02G403100;biotype=protein_coding;gene_id=TraesCS1B02G403100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,633111118.0,633119535.0,.,-,.,ID=gene:TraesCS1B02G403400;biotype=protein_coding;gene_id=TraesCS1B02G403400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,639561389.0,639567410.0,.,+,.,ID=gene:TraesCS1B02G414700;biotype=protein_coding;gene_id=TraesCS1B02G414700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,658711931.0,658715531.0,.,-,.,ID=gene:TraesCS1B02G434100;biotype=protein_coding;gene_id=TraesCS1B02G434100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,660100325.0,660102116.0,.,-,.,ID=gene:TraesCS1B02G437400;biotype=protein_coding;gene_id=TraesCS1B02G437400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,663607263.0,663612119.0,.,-,.,ID=gene:TraesCS1B02G442700;biotype=protein_coding;gene_id=TraesCS1B02G442700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,665273729.0,665278609.0,.,+,.,ID=gene:TraesCS1B02G445000;biotype=protein_coding;gene_id=TraesCS1B02G445000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,674079473.0,674081140.0,.,-,.,ID=gene:TraesCS1B02G461000;biotype=protein_coding;gene_id=TraesCS1B02G461000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,674641423.0,674641629.0,.,-,.,ID=gene:TraesCS1B02G462100;biotype=protein_coding;gene_id=TraesCS1B02G462100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,548169.0,554637.0,.,-,.,ID=gene:TraesCS1D02G002300;biotype=protein_coding;gene_id=TraesCS1D02G002300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2124693.0,2127355.0,.,-,.,ID=gene:TraesCS1D02G004600;biotype=protein_coding;gene_id=TraesCS1D02G004600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7896854.0,7899155.0,.,-,.,ID=gene:TraesCS1D02G017900;biotype=protein_coding;gene_id=TraesCS1D02G017900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,9774410.0,9779817.0,.,+,.,ID=gene:TraesCS1D02G023000;biotype=protein_coding;gene_id=TraesCS1D02G023000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10736974.0,10738674.0,.,+,.,ID=gene:TraesCS1D02G026400;biotype=protein_coding;gene_id=TraesCS1D02G026400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,11408761.0,11415088.0,.,+,.,ID=gene:TraesCS1D02G029000;biotype=protein_coding;description=Pi-ta protein belonging to the nucleotide-binding site leucine-rich repeat (NBS-LRR) class%2C Rice blast resistance (Nipponbare: susceptible [Source: Projected from Oryza sativa (Os12g0281300)];gene_id=TraesCS1D02G029000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,11451423.0,11459353.0,.,+,.,ID=gene:TraesCS1D02G029100;biotype=protein_coding;description=RGA1e-like protein [Source:UniProtKB/TrEMBL%3BAcc:S5DMA6];gene_id=TraesCS1D02G029100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,11493627.0,11499140.0,.,+,.,ID=gene:TraesCS1D02G029200;biotype=protein_coding;gene_id=TraesCS1D02G029200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,18159132.0,18163387.0,.,+,.,ID=gene:TraesCS1D02G038000;biotype=protein_coding;gene_id=TraesCS1D02G038000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,20968400.0,20973809.0,.,+,.,ID=gene:TraesCS1D02G042500;biotype=protein_coding;gene_id=TraesCS1D02G042500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,24011795.0,24012854.0,.,+,.,ID=gene:TraesCS1D02G044400;biotype=protein_coding;gene_id=TraesCS1D02G044400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,34944703.0,34946404.0,.,-,.,ID=gene:TraesCS1D02G053800;biotype=protein_coding;description=Bacterial-type ATP binding cassette (ABC) transporter%2C Al toleranc [Source: Projected from Oryza sativa (Os05g0119000)];gene_id=TraesCS1D02G053800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,44648152.0,44651988.0,.,-,.,ID=gene:TraesCS1D02G064200;biotype=protein_coding;gene_id=TraesCS1D02G064200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,46631910.0,46635411.0,.,-,.,ID=gene:TraesCS1D02G065300;biotype=protein_coding;gene_id=TraesCS1D02G065300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,49423235.0,49426557.0,.,-,.,ID=gene:TraesCS1D02G067600;biotype=protein_coding;gene_id=TraesCS1D02G067600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,114161191.0,114161686.0,.,+,.,ID=gene:TraesCS1D02G118400;biotype=protein_coding;gene_id=TraesCS1D02G118400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,136950506.0,136952855.0,.,-,.,ID=gene:TraesCS1D02G125900;biotype=protein_coding;description=Bidirectional sugar transporter SWEET [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T1A3];gene_id=TraesCS1D02G125900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,143256701.0,143260129.0,.,-,.,ID=gene:TraesCS1D02G129600;biotype=protein_coding;gene_id=TraesCS1D02G129600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,166822476.0,166847564.0,.,-,.,ID=gene:TraesCS1D02G134200;biotype=protein_coding;description=Histone acetyltransferase GCN5 [Source:Projected from Arabidopsis thaliana (AT3G54610) UniProtKB/Swiss-Prot%3BAcc:Q9AR19];gene_id=TraesCS1D02G134200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,188456235.0,188460700.0,.,-,.,ID=gene:TraesCS1D02G137900;biotype=protein_coding;gene_id=TraesCS1D02G137900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,248927211.0,248931303.0,.,-,.,ID=gene:TraesCS1D02G174600;biotype=protein_coding;gene_id=TraesCS1D02G174600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,271837356.0,271837817.0,.,-,.,ID=gene:TraesCS1D02G194600;biotype=protein_coding;gene_id=TraesCS1D02G194600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,286387215.0,286389551.0,.,+,.,ID=gene:TraesCS1D02G202900;biotype=protein_coding;gene_id=TraesCS1D02G202900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,342161110.0,342162756.0,.,+,.,ID=gene:TraesCS1D02G249400;biotype=protein_coding;gene_id=TraesCS1D02G249400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,378071222.0,378071992.0,.,-,.,ID=gene:TraesCS1D02G280100;biotype=protein_coding;gene_id=TraesCS1D02G280100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,384846538.0,384847143.0,.,-,.,ID=gene:TraesCS1D02G286700;biotype=protein_coding;description=Histone H4 [Source:UniProtKB/TrEMBL%3BAcc:A0A077RYQ1];gene_id=TraesCS1D02G286700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,460851253.0,460857684.0,.,-,.,ID=gene:TraesCS1D02G388800;biotype=protein_coding;gene_id=TraesCS1D02G388800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,460864251.0,460865984.0,.,-,.,ID=gene:TraesCS1D02G388900;biotype=protein_coding;gene_id=TraesCS1D02G388900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,468467409.0,468479531.0,.,-,.,ID=gene:TraesCS1D02G403700;biotype=protein_coding;gene_id=TraesCS1D02G403700;logic_name=iwgsc_high_conf
2A,IWGSC,gene,1776596.0,1778573.0,.,+,.,ID=gene:TraesCS2A02G002800;biotype=protein_coding;gene_id=TraesCS2A02G002800;logic_name=iwgsc_high_conf
2A,IWGSC,gene,2880736.0,2885432.0,.,+,.,ID=gene:TraesCS2A02G006500;biotype=protein_coding;gene_id=TraesCS2A02G006500;logic_name=iwgsc_high_conf
2A,IWGSC,gene,5646829.0,5647377.0,.,-,.,ID=gene:TraesCS2A02G013800;biotype=protein_coding;gene_id=TraesCS2A02G013800;logic_name=iwgsc_high_conf
2A,IWGSC,gene,8141118.0,8143112.0,.,-,.,ID=gene:TraesCS2A02G017300;biotype=protein_coding;gene_id=TraesCS2A02G017300;logic_name=iwgsc_high_conf
