seqid,source,type,start,end,score,strand,phase,attributes
1A,IWGSC,gene,583587305.0,583587663.0,.,-,.,ID=gene:TraesCS1A02G431300;biotype=protein_coding;gene_id=TraesCS1A02G431300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,584069722.0,584072287.0,.,-,.,ID=gene:TraesCS1A02G432100;biotype=protein_coding;gene_id=TraesCS1A02G432100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,584083815.0,584086467.0,.,+,.,ID=gene:TraesCS1A02G432200;biotype=protein_coding;gene_id=TraesCS1A02G432200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,586512310.0,586512804.0,.,+,.,ID=gene:TraesCS1A02G436100;biotype=protein_coding;gene_id=TraesCS1A02G436100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,586516495.0,586519878.0,.,-,.,ID=gene:TraesCS1A02G436200;biotype=protein_coding;gene_id=TraesCS1A02G436200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,586912538.0,586916052.0,.,+,.,ID=gene:TraesCS1A02G436900;biotype=protein_coding;gene_id=TraesCS1A02G436900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,590342119.0,590348478.0,.,-,.,ID=gene:TraesCS1A02G441600;biotype=protein_coding;gene_id=TraesCS1A02G441600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,590546517.0,590553218.0,.,+,.,ID=gene:TraesCS1A02G441800;biotype=protein_coding;gene_id=TraesCS1A02G441800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,17343494.0,17346893.0,.,+,.,ID=gene:TraesCS1B02G036300;biotype=protein_coding;gene_id=TraesCS1B02G036300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,31125652.0,31127538.0,.,+,.,ID=gene:TraesCS1B02G051300;biotype=protein_coding;gene_id=TraesCS1B02G051300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,273652419.0,273671573.0,.,-,.,ID=gene:TraesCS1B02G160000;biotype=protein_coding;gene_id=TraesCS1B02G160000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,284053135.0,284054390.0,.,-,.,ID=gene:TraesCS1B02G163300;biotype=protein_coding;gene_id=TraesCS1B02G163300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,322472350.0,322476317.0,.,+,.,ID=gene:TraesCS1B02G177700;biotype=protein_coding;gene_id=TraesCS1B02G177700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,385157768.0,385162726.0,.,+,.,ID=gene:TraesCS1B02G211600;biotype=protein_coding;gene_id=TraesCS1B02G211600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,399195576.0,399198971.0,.,+,.,ID=gene:TraesCS1B02G221800;biotype=protein_coding;gene_id=TraesCS1B02G221800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,402103909.0,402113745.0,.,-,.,ID=gene:TraesCS1B02G224100;biotype=protein_coding;gene_id=TraesCS1B02G224100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,405710409.0,405711985.0,.,-,.,ID=gene:TraesCS1B02G225900;biotype=protein_coding;gene_id=TraesCS1B02G225900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,438176124.0,438183399.0,.,+,.,ID=gene:TraesCS1B02G247700;biotype=protein_coding;gene_id=TraesCS1B02G247700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,447323125.0,447327142.0,.,-,.,ID=gene:TraesCS1B02G253700;biotype=protein_coding;description=Protein N-terminal glutamine amidohydrolase [Source:Projected from Arabidopsis thaliana (AT2G41760) UniProtKB/Swiss-Prot%3BAcc:O22944];gene_id=TraesCS1B02G253700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,450027843.0,450031104.0,.,+,.,ID=gene:TraesCS1B02G255600;biotype=protein_coding;gene_id=TraesCS1B02G255600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,452571698.0,452573528.0,.,+,.,ID=gene:TraesCS1B02G257000;biotype=protein_coding;gene_id=TraesCS1B02G257000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,460578389.0,460581993.0,.,-,.,ID=gene:TraesCS1B02G262200;biotype=protein_coding;description=BI1-like protein [Source:Projected from Arabidopsis thaliana (AT4G15470) UniProtKB/Swiss-Prot%3BAcc:Q94A20];gene_id=TraesCS1B02G262200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,465585111.0,465589319.0,.,-,.,ID=gene:TraesCS1B02G264800;biotype=protein_coding;gene_id=TraesCS1B02G264800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,478721054.0,478725344.0,.,-,.,ID=gene:TraesCS1B02G272900;biotype=protein_coding;gene_id=TraesCS1B02G272900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,487489192.0,487496862.0,.,-,.,ID=gene:TraesCS1B02G279200;biotype=protein_coding;gene_id=TraesCS1B02G279200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,515050824.0,515051485.0,.,+,.,ID=gene:TraesCS1B02G296400;biotype=protein_coding;gene_id=TraesCS1B02G296400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,543843642.0,543844013.0,.,+,.,ID=gene:TraesCS1B02G319800;biotype=protein_coding;gene_id=TraesCS1B02G319800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,594491883.0,594493557.0,.,-,.,ID=gene:TraesCS1B02G364600;biotype=protein_coding;gene_id=TraesCS1B02G364600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,608335179.0,608335695.0,.,-,.,ID=gene:TraesCS1B02G376600;biotype=protein_coding;description=Histone H4 variant TH011 [Source:UniProtKB/Swiss-Prot%3BAcc:P62785];gene_id=TraesCS1B02G376600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,632751553.0,632752549.0,.,+,.,ID=gene:TraesCS1B02G403100;biotype=protein_coding;gene_id=TraesCS1B02G403100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,640609054.0,640611891.0,.,+,.,ID=gene:TraesCS1B02G415600;biotype=protein_coding;gene_id=TraesCS1B02G415600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,642121421.0,642123110.0,.,-,.,ID=gene:TraesCS1B02G418000;biotype=protein_coding;gene_id=TraesCS1B02G418000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,648031693.0,648034419.0,.,+,.,ID=gene:TraesCS1B02G424300;biotype=protein_coding;gene_id=TraesCS1B02G424300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,660100325.0,660102116.0,.,-,.,ID=gene:TraesCS1B02G437400;biotype=protein_coding;gene_id=TraesCS1B02G437400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,665273729.0,665278609.0,.,+,.,ID=gene:TraesCS1B02G445000;biotype=protein_coding;gene_id=TraesCS1B02G445000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,674079473.0,674081140.0,.,-,.,ID=gene:TraesCS1B02G461000;biotype=protein_coding;gene_id=TraesCS1B02G461000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,676810199.0,676829128.0,.,+,.,ID=gene:TraesCS1B02G466400;biotype=protein_coding;gene_id=TraesCS1B02G466400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,548169.0,554637.0,.,-,.,ID=gene:TraesCS1D02G002300;biotype=protein_coding;gene_id=TraesCS1D02G002300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7896854.0,7899155.0,.,-,.,ID=gene:TraesCS1D02G017900;biotype=protein_coding;gene_id=TraesCS1D02G017900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,15293910.0,15296609.0,.,+,.,ID=gene:TraesCS1D02G034705;biotype=protein_coding;gene_id=TraesCS1D02G034705;logic_name=iwgsc_high_conf
1D,IWGSC,gene,18159132.0,18163387.0,.,+,.,ID=gene:TraesCS1D02G038000;biotype=protein_coding;gene_id=TraesCS1D02G038000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,50719578.0,50720259.0,.,-,.,ID=gene:TraesCS1D02G069800;biotype=protein_coding;gene_id=TraesCS1D02G069800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,70892465.0,70892692.0,.,-,.,ID=gene:TraesCS1D02G086500;biotype=protein_coding;gene_id=TraesCS1D02G086500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,81366947.0,81368826.0,.,+,.,ID=gene:TraesCS1D02G096200;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W5AKM7];gene_id=TraesCS1D02G096200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,110504433.0,110519453.0,.,-,.,ID=gene:TraesCS1D02G114400;biotype=protein_coding;gene_id=TraesCS1D02G114400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,166822476.0,166847564.0,.,-,.,ID=gene:TraesCS1D02G134200;biotype=protein_coding;description=Histone acetyltransferase GCN5 [Source:Projected from Arabidopsis thaliana (AT3G54610) UniProtKB/Swiss-Prot%3BAcc:Q9AR19];gene_id=TraesCS1D02G134200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,188456235.0,188460700.0,.,-,.,ID=gene:TraesCS1D02G137900;biotype=protein_coding;gene_id=TraesCS1D02G137900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,199842146.0,199844504.0,.,-,.,ID=gene:TraesCS1D02G144600;biotype=protein_coding;description=HIR4 [Source:Projected from Arabidopsis thaliana (AT5G62740) UniProtKB/TrEMBL%3BAcc:A0A178U8N7];gene_id=TraesCS1D02G144600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,204480645.0,204484004.0,.,+,.,ID=gene:TraesCS1D02G148600;biotype=protein_coding;gene_id=TraesCS1D02G148600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,220878357.0,220884395.0,.,-,.,ID=gene:TraesCS1D02G156600;biotype=protein_coding;gene_id=TraesCS1D02G156600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,248927211.0,248931303.0,.,-,.,ID=gene:TraesCS1D02G174600;biotype=protein_coding;gene_id=TraesCS1D02G174600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,271837356.0,271837817.0,.,-,.,ID=gene:TraesCS1D02G194600;biotype=protein_coding;gene_id=TraesCS1D02G194600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,300707409.0,300709038.0,.,-,.,ID=gene:TraesCS1D02G215300;biotype=protein_coding;gene_id=TraesCS1D02G215300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,355469718.0,355474464.0,.,-,.,ID=gene:TraesCS1D02G261400;biotype=protein_coding;description=MLO-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6RFE5];gene_id=TraesCS1D02G261400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,384846538.0,384847143.0,.,-,.,ID=gene:TraesCS1D02G286700;biotype=protein_coding;description=Histone H4 [Source:UniProtKB/TrEMBL%3BAcc:A0A077RYQ1];gene_id=TraesCS1D02G286700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,460864251.0,460865984.0,.,-,.,ID=gene:TraesCS1D02G388900;biotype=protein_coding;gene_id=TraesCS1D02G388900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,463456166.0,463457489.0,.,-,.,ID=gene:TraesCS1D02G394400;biotype=protein_coding;gene_id=TraesCS1D02G394400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,468467409.0,468479531.0,.,-,.,ID=gene:TraesCS1D02G403700;biotype=protein_coding;gene_id=TraesCS1D02G403700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,486014059.0,486015243.0,.,+,.,ID=gene:TraesCS1D02G440500;biotype=protein_coding;gene_id=TraesCS1D02G440500;logic_name=iwgsc_high_conf
2A,IWGSC,gene,1776596.0,1778573.0,.,+,.,ID=gene:TraesCS2A02G002800;biotype=protein_coding;gene_id=TraesCS2A02G002800;logic_name=iwgsc_high_conf
2A,IWGSC,gene,13134946.0,13136883.0,.,-,.,ID=gene:TraesCS2A02G029600;biotype=protein_coding;gene_id=TraesCS2A02G029600;logic_name=iwgsc_high_conf
2A,IWGSC,gene,16522564.0,16529804.0,.,-,.,ID=gene:TraesCS2A02G040000;biotype=protein_coding;gene_id=TraesCS2A02G040000;logic_name=iwgsc_high_conf
2A,IWGSC,gene,16999678.0,17003977.0,.,-,.,ID=gene:TraesCS2A02G042400;biotype=protein_coding;gene_id=TraesCS2A02G042400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,19100268.0,19106306.0,.,-,.,ID=gene:TraesCS2A02G049700;biotype=protein_coding;gene_id=TraesCS2A02G049700;logic_name=iwgsc_high_conf
2A,IWGSC,gene,19645993.0,19652506.0,.,+,.,ID=gene:TraesCS2A02G050600;biotype=protein_coding;description=Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A341PT08];gene_id=TraesCS2A02G050600;logic_name=iwgsc_high_conf
2A,IWGSC,gene,51040751.0,51042375.0,.,+,.,ID=gene:TraesCS2A02G097400;biotype=protein_coding;description=Hexosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:W5B2C3];gene_id=TraesCS2A02G097400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,90508492.0,90509601.0,.,-,.,ID=gene:TraesCS2A02G145400;biotype=protein_coding;gene_id=TraesCS2A02G145400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,187308675.0,187310988.0,.,-,.,ID=gene:TraesCS2A02G207400;biotype=protein_coding;gene_id=TraesCS2A02G207400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,214441939.0,214447608.0,.,-,.,ID=gene:TraesCS2A02G222800;biotype=protein_coding;gene_id=TraesCS2A02G222800;logic_name=iwgsc_high_conf
2A,IWGSC,gene,447003956.0,447006094.0,.,-,.,ID=gene:TraesCS2A02G272900;biotype=protein_coding;description=4-coumarate--CoA ligase-like 1 [Source:Projected from Arabidopsis thaliana (AT1G62940) UniProtKB/Swiss-Prot%3BAcc:Q9LQ12];gene_id=TraesCS2A02G272900;logic_name=iwgsc_high_conf
2A,IWGSC,gene,543761778.0,543763871.0,.,+,.,ID=gene:TraesCS2A02G318800;biotype=protein_coding;gene_id=TraesCS2A02G318800;logic_name=iwgsc_high_conf
2A,IWGSC,gene,605034659.0,605038359.0,.,-,.,ID=gene:TraesCS2A02G360600;biotype=protein_coding;gene_id=TraesCS2A02G360600;logic_name=iwgsc_high_conf
2A,IWGSC,gene,605400017.0,605402122.0,.,+,.,ID=gene:TraesCS2A02G361700;biotype=protein_coding;gene_id=TraesCS2A02G361700;logic_name=iwgsc_high_conf
2A,IWGSC,gene,611934295.0,611940619.0,.,+,.,ID=gene:TraesCS2A02G368200;biotype=protein_coding;gene_id=TraesCS2A02G368200;logic_name=iwgsc_high_conf
2A,IWGSC,gene,707064169.0,707064772.0,.,+,.,ID=gene:TraesCS2A02G460800;biotype=protein_coding;gene_id=TraesCS2A02G460800;logic_name=iwgsc_high_conf
2A,IWGSC,gene,709849487.0,709853344.0,.,+,.,ID=gene:TraesCS2A02G464400;biotype=protein_coding;gene_id=TraesCS2A02G464400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,710035813.0,710043295.0,.,+,.,ID=gene:TraesCS2A02G464700;biotype=protein_coding;gene_id=TraesCS2A02G464700;logic_name=iwgsc_high_conf
2A,IWGSC,gene,710352931.0,710359435.0,.,+,.,ID=gene:TraesCS2A02G465600;biotype=protein_coding;gene_id=TraesCS2A02G465600;logic_name=iwgsc_high_conf
2A,IWGSC,gene,718119209.0,718120918.0,.,+,.,ID=gene:TraesCS2A02G480100;biotype=protein_coding;gene_id=TraesCS2A02G480100;logic_name=iwgsc_high_conf
2A,IWGSC,gene,720059493.0,720062716.0,.,-,.,ID=gene:TraesCS2A02G485100;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6RHL6];gene_id=TraesCS2A02G485100;logic_name=iwgsc_high_conf
2A,IWGSC,gene,727172686.0,727180984.0,.,-,.,ID=gene:TraesCS2A02G495600;biotype=protein_coding;gene_id=TraesCS2A02G495600;logic_name=iwgsc_high_conf
2A,IWGSC,gene,733540216.0,733543361.0,.,+,.,ID=gene:TraesCS2A02G504900;biotype=protein_coding;gene_id=TraesCS2A02G504900;logic_name=iwgsc_high_conf
2A,IWGSC,gene,738342018.0,738343398.0,.,+,.,ID=gene:TraesCS2A02G513900;biotype=protein_coding;gene_id=TraesCS2A02G513900;logic_name=iwgsc_high_conf
2A,IWGSC,gene,744804499.0,744805650.0,.,-,.,ID=gene:TraesCS2A02G522500;biotype=protein_coding;gene_id=TraesCS2A02G522500;logic_name=iwgsc_high_conf
2A,IWGSC,gene,746932407.0,746934512.0,.,-,.,ID=gene:TraesCS2A02G527100;biotype=protein_coding;description=ENDO1 [Source:Projected from Arabidopsis thaliana (AT1G11190) UniProtKB/TrEMBL%3BAcc:A0A178WKD4];gene_id=TraesCS2A02G527100;logic_name=iwgsc_high_conf
2A,IWGSC,gene,746956206.0,746960545.0,.,+,.,ID=gene:TraesCS2A02G527400;biotype=protein_coding;gene_id=TraesCS2A02G527400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,747607372.0,747610171.0,.,+,.,ID=gene:TraesCS2A02G528600;biotype=protein_coding;gene_id=TraesCS2A02G528600;logic_name=iwgsc_high_conf
2A,IWGSC,gene,755174828.0,755177119.0,.,-,.,ID=gene:TraesCS2A02G546400;biotype=protein_coding;gene_id=TraesCS2A02G546400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,755335639.0,755338275.0,.,+,.,ID=gene:TraesCS2A02G546600;biotype=protein_coding;gene_id=TraesCS2A02G546600;logic_name=iwgsc_high_conf
2A,IWGSC,gene,764089317.0,764095873.0,.,-,.,ID=gene:TraesCS2A02G563400;biotype=protein_coding;gene_id=TraesCS2A02G563400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,764685267.0,764686294.0,.,-,.,ID=gene:TraesCS2A02G564400;biotype=protein_coding;gene_id=TraesCS2A02G564400;logic_name=iwgsc_high_conf
2A,IWGSC,gene,770008975.0,770012003.0,.,+,.,ID=gene:TraesCS2A02G575300;biotype=protein_coding;gene_id=TraesCS2A02G575300;logic_name=iwgsc_high_conf
2A,IWGSC,gene,773218915.0,773221521.0,.,+,.,ID=gene:TraesCS2A02G580900;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:W5AQX0];gene_id=TraesCS2A02G580900;logic_name=iwgsc_high_conf
2A,IWGSC,gene,776496315.0,776499210.0,.,+,.,ID=gene:TraesCS2A02G586000;biotype=protein_coding;gene_id=TraesCS2A02G586000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,3397884.0,3406507.0,.,+,.,ID=gene:TraesCS2B02G005300;biotype=protein_coding;gene_id=TraesCS2B02G005300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,3407138.0,3410526.0,.,-,.,ID=gene:TraesCS2B02G005400;biotype=protein_coding;gene_id=TraesCS2B02G005400;logic_name=iwgsc_high_conf
2B,IWGSC,gene,9617719.0,9622480.0,.,+,.,ID=gene:TraesCS2B02G020200;biotype=protein_coding;gene_id=TraesCS2B02G020200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,10774920.0,10777666.0,.,-,.,ID=gene:TraesCS2B02G022600;biotype=protein_coding;gene_id=TraesCS2B02G022600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,10784940.0,10786902.0,.,-,.,ID=gene:TraesCS2B02G022800;biotype=protein_coding;gene_id=TraesCS2B02G022800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,14055477.0,14059744.0,.,-,.,ID=gene:TraesCS2B02G030800;biotype=protein_coding;gene_id=TraesCS2B02G030800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,16868677.0,16871746.0,.,+,.,ID=gene:TraesCS2B02G034700;biotype=protein_coding;gene_id=TraesCS2B02G034700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,17430768.0,17433790.0,.,+,.,ID=gene:TraesCS2B02G036800;biotype=protein_coding;gene_id=TraesCS2B02G036800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,19440639.0,19445593.0,.,+,.,ID=gene:TraesCS2B02G042700;biotype=protein_coding;gene_id=TraesCS2B02G042700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,22006676.0,22014754.0,.,-,.,ID=gene:TraesCS2B02G045000;biotype=protein_coding;description=Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6SDZ7];gene_id=TraesCS2B02G045000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,23046973.0,23053252.0,.,+,.,ID=gene:TraesCS2B02G046100;biotype=protein_coding;gene_id=TraesCS2B02G046100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,23118714.0,23124318.0,.,+,.,ID=gene:TraesCS2B02G046600;biotype=protein_coding;gene_id=TraesCS2B02G046600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,23533844.0,23535816.0,.,+,.,ID=gene:TraesCS2B02G046800;biotype=protein_coding;gene_id=TraesCS2B02G046800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,24264323.0,24279991.0,.,-,.,ID=gene:TraesCS2B02G049300;biotype=protein_coding;description=Terpene cyclase/mutase family member [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5U7S5];gene_id=TraesCS2B02G049300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,24506466.0,24514030.0,.,-,.,ID=gene:TraesCS2B02G049400;biotype=protein_coding;gene_id=TraesCS2B02G049400;logic_name=iwgsc_high_conf
2B,IWGSC,gene,25233729.0,25243382.0,.,+,.,ID=gene:TraesCS2B02G051500;biotype=protein_coding;gene_id=TraesCS2B02G051500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,34098769.0,34101565.0,.,-,.,ID=gene:TraesCS2B02G067500;biotype=protein_coding;description=Dirigent protein [Source:UniProtKB/TrEMBL%3BAcc:A0A341QGV2];gene_id=TraesCS2B02G067500;logic_name=iwgsc_high_conf
