seqid,source,type,start,end,score,strand,phase,attributes
1A,IWGSC,gene,375467613.0,375469315.0,.,+,.,ID=gene:TraesCS1A02G212600;biotype=protein_coding;description=Expansin EXPB2 [Source:UniProtKB/TrEMBL%3BAcc:Q6QFA2];gene_id=TraesCS1A02G212600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,400960825.0,400962361.0,.,+,.,ID=gene:TraesCS1A02G228800;biotype=protein_coding;gene_id=TraesCS1A02G228800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,420064778.0,420068159.0,.,+,.,ID=gene:TraesCS1A02G236900;biotype=protein_coding;gene_id=TraesCS1A02G236900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,434638559.0,434641445.0,.,+,.,ID=gene:TraesCS1A02G245500;biotype=protein_coding;gene_id=TraesCS1A02G245500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,463155411.0,463156061.0,.,+,.,ID=gene:TraesCS1A02G268200;biotype=protein_coding;gene_id=TraesCS1A02G268200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,463246853.0,463248232.0,.,-,.,ID=gene:TraesCS1A02G268400;biotype=protein_coding;gene_id=TraesCS1A02G268400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,494437301.0,494440638.0,.,+,.,ID=gene:TraesCS1A02G299400;biotype=protein_coding;gene_id=TraesCS1A02G299400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,497616948.0,497623281.0,.,-,.,ID=gene:TraesCS1A02G304700;biotype=protein_coding;gene_id=TraesCS1A02G304700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,500663059.0,500665554.0,.,+,.,ID=gene:TraesCS1A02G309800;biotype=protein_coding;gene_id=TraesCS1A02G309800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,506480518.0,506493666.0,.,-,.,ID=gene:TraesCS1A02G314900;biotype=protein_coding;gene_id=TraesCS1A02G314900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,543067389.0,543069334.0,.,+,.,ID=gene:TraesCS1A02G362500;biotype=protein_coding;description=Cytokinin riboside 5'-monophosphate phosphoribohydrolase [Source:UniProtKB/TrEMBL%3BAcc:W4ZLN3];gene_id=TraesCS1A02G362500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,544486925.0,544489217.0,.,+,.,ID=gene:TraesCS1A02G365200;biotype=protein_coding;gene_id=TraesCS1A02G365200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,566564178.0,566564978.0,.,+,.,ID=gene:TraesCS1A02G403300;biotype=protein_coding;description=Chlorophyll a-b binding protein%2C chloroplastic [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5RS51];gene_id=TraesCS1A02G403300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,574336004.0,574341165.0,.,-,.,ID=gene:TraesCS1A02G415200;biotype=protein_coding;description=Hydroxyproline-rich glycoprotein family protein [Source:Projected from Arabidopsis thaliana (AT3G25690) UniProtKB/TrEMBL%3BAcc:A0A1I9LT48];gene_id=TraesCS1A02G415200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,574358629.0,574361629.0,.,-,.,ID=gene:TraesCS1A02G415400;biotype=protein_coding;description=Auxin efflux carrier component [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5RXA8];gene_id=TraesCS1A02G415400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,589053752.0,589056785.0,.,+,.,ID=gene:TraesCS1A02G439800;biotype=protein_coding;gene_id=TraesCS1A02G439800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,592313029.0,592316609.0,.,-,.,ID=gene:TraesCS1A02G444300;biotype=protein_coding;description=Nucleoside diphosphate kinase [Source:UniProtKB/TrEMBL%3BAcc:W4ZM65];gene_id=TraesCS1A02G444300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8658494.0,8659247.0,.,+,.,ID=gene:TraesCS1B02G017700;biotype=protein_coding;gene_id=TraesCS1B02G017700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,8990898.0,9007234.0,.,-,.,ID=gene:TraesCS1B02G019000;biotype=protein_coding;gene_id=TraesCS1B02G019000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,10060018.0,10063169.0,.,+,.,ID=gene:TraesCS1B02G022200;biotype=protein_coding;gene_id=TraesCS1B02G022200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16465496.0,16465732.0,.,+,.,ID=gene:TraesCS1B02G034000;biotype=protein_coding;gene_id=TraesCS1B02G034000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16644449.0,16645738.0,.,+,.,ID=gene:TraesCS1B02G034900;biotype=protein_coding;gene_id=TraesCS1B02G034900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,16693069.0,16693803.0,.,+,.,ID=gene:TraesCS1B02G035100;biotype=protein_coding;gene_id=TraesCS1B02G035100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,28764434.0,28767794.0,.,-,.,ID=gene:TraesCS1B02G049200;biotype=protein_coding;description=PPa4 [Source:Projected from Arabidopsis thaliana (AT3G53620) UniProtKB/TrEMBL%3BAcc:A0A178VKC0];gene_id=TraesCS1B02G049200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,58321321.0,58325069.0,.,+,.,ID=gene:TraesCS1B02G075200;biotype=protein_coding;description=Glutamyl-tRNA reductase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SNF8];gene_id=TraesCS1B02G075200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,100308386.0,100310260.0,.,+,.,ID=gene:TraesCS1B02G096200;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W5A9M2];gene_id=TraesCS1B02G096200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156581011.0,156586954.0,.,+,.,ID=gene:TraesCS1B02G127500;biotype=protein_coding;gene_id=TraesCS1B02G127500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,158533911.0,158546217.0,.,-,.,ID=gene:TraesCS1B02G129000;biotype=protein_coding;gene_id=TraesCS1B02G129000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,329372817.0,329379656.0,.,+,.,ID=gene:TraesCS1B02G182400;biotype=protein_coding;gene_id=TraesCS1B02G182400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,405524690.0,405526322.0,.,-,.,ID=gene:TraesCS1B02G225700;biotype=protein_coding;gene_id=TraesCS1B02G225700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,405904908.0,405906612.0,.,-,.,ID=gene:TraesCS1B02G226000;biotype=protein_coding;gene_id=TraesCS1B02G226000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,437184207.0,437187860.0,.,-,.,ID=gene:TraesCS1B02G246900;biotype=protein_coding;gene_id=TraesCS1B02G246900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,448244336.0,448248447.0,.,+,.,ID=gene:TraesCS1B02G254000;biotype=protein_coding;description=Ribosomal protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SFU7];gene_id=TraesCS1B02G254000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,511209829.0,511213458.0,.,+,.,ID=gene:TraesCS1B02G293500;biotype=protein_coding;description=Kinesin-like protein [Source:UniProtKB/TrEMBL%3BAcc:W5A5S4];gene_id=TraesCS1B02G293500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,527647033.0,527649438.0,.,+,.,ID=gene:TraesCS1B02G304900;biotype=protein_coding;gene_id=TraesCS1B02G304900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,532160695.0,532164042.0,.,+,.,ID=gene:TraesCS1B02G309200;biotype=protein_coding;gene_id=TraesCS1B02G309200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,553135286.0,553136285.0,.,-,.,ID=gene:TraesCS1B02G326900;biotype=protein_coding;gene_id=TraesCS1B02G326900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,556107854.0,556109713.0,.,+,.,ID=gene:TraesCS1B02G330400;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:A0A341P5G8];gene_id=TraesCS1B02G330400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,584324452.0,584327112.0,.,-,.,ID=gene:TraesCS1B02G354600;biotype=protein_coding;gene_id=TraesCS1B02G354600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,631822128.0,631826952.0,.,-,.,ID=gene:TraesCS1B02G401400;biotype=protein_coding;gene_id=TraesCS1B02G401400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,638013348.0,638015987.0,.,+,.,ID=gene:TraesCS1B02G412100;biotype=protein_coding;gene_id=TraesCS1B02G412100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,643245972.0,643246857.0,.,+,.,ID=gene:TraesCS1B02G420100;biotype=protein_coding;description=Photosystem I reaction center subunit VI%2C chloroplast precursor (PSI- H) (Light-harvesting complex I 11 kDa protein) (GOS5 protein) [Source: Projected from Oryza sativa (Os05g0560000)];gene_id=TraesCS1B02G420100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,657271989.0,657273125.0,.,+,.,ID=gene:TraesCS1B02G432700;biotype=protein_coding;description=Chlorophyll a-b binding protein%2C chloroplastic [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5RS51];gene_id=TraesCS1B02G432700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,657506674.0,657507474.0,.,+,.,ID=gene:TraesCS1B02G433300;biotype=protein_coding;description=Chlorophyll a-b binding protein%2C chloroplastic [Source:UniProtKB/TrEMBL%3BAcc:A0A341PBF1];gene_id=TraesCS1B02G433300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,111463.0,112058.0,.,-,.,ID=gene:TraesCS1D02G000400;biotype=protein_coding;gene_id=TraesCS1D02G000400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,216466.0,219484.0,.,-,.,ID=gene:TraesCS1D02G000800;biotype=protein_coding;description=Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL%3BAcc:Q6XPZ6];gene_id=TraesCS1D02G000800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,415385.0,418153.0,.,+,.,ID=gene:TraesCS1D02G001600;biotype=protein_coding;gene_id=TraesCS1D02G001600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,512104.0,515096.0,.,-,.,ID=gene:TraesCS1D02G002200;biotype=protein_coding;gene_id=TraesCS1D02G002200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,568769.0,574727.0,.,+,.,ID=gene:TraesCS1D02G002400;biotype=protein_coding;gene_id=TraesCS1D02G002400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,577240.0,584788.0,.,-,.,ID=gene:TraesCS1D02G002500;biotype=protein_coding;gene_id=TraesCS1D02G002500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2066324.0,2067459.0,.,+,.,ID=gene:TraesCS1D02G003700;biotype=protein_coding;gene_id=TraesCS1D02G003700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2074711.0,2076549.0,.,+,.,ID=gene:TraesCS1D02G003800;biotype=protein_coding;gene_id=TraesCS1D02G003800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2076917.0,2080837.0,.,-,.,ID=gene:TraesCS1D02G003900;biotype=protein_coding;gene_id=TraesCS1D02G003900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2081281.0,2084780.0,.,-,.,ID=gene:TraesCS1D02G004000;biotype=protein_coding;description=E3 ubiquitin-protein ligase SIS3 [Source:Projected from Arabidopsis thaliana (AT3G47990) UniProtKB/Swiss-Prot%3BAcc:Q8GYT9];gene_id=TraesCS1D02G004000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2087759.0,2094728.0,.,+,.,ID=gene:TraesCS1D02G004100;biotype=protein_coding;gene_id=TraesCS1D02G004100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2101598.0,2103387.0,.,+,.,ID=gene:TraesCS1D02G004200;biotype=protein_coding;gene_id=TraesCS1D02G004200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2108471.0,2112601.0,.,+,.,ID=gene:TraesCS1D02G004300;biotype=protein_coding;gene_id=TraesCS1D02G004300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2113015.0,2116037.0,.,-,.,ID=gene:TraesCS1D02G004400;biotype=protein_coding;gene_id=TraesCS1D02G004400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2218698.0,2230622.0,.,-,.,ID=gene:TraesCS1D02G004900;biotype=protein_coding;gene_id=TraesCS1D02G004900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2468451.0,2472420.0,.,-,.,ID=gene:TraesCS1D02G005200;biotype=protein_coding;gene_id=TraesCS1D02G005200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,2482275.0,2489362.0,.,+,.,ID=gene:TraesCS1D02G005300;biotype=protein_coding;gene_id=TraesCS1D02G005300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,3954518.0,3958741.0,.,+,.,ID=gene:TraesCS1D02G007700;biotype=protein_coding;gene_id=TraesCS1D02G007700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,3966078.0,3969751.0,.,+,.,ID=gene:TraesCS1D02G007900;biotype=protein_coding;gene_id=TraesCS1D02G007900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,3970383.0,3975703.0,.,-,.,ID=gene:TraesCS1D02G008000;biotype=protein_coding;gene_id=TraesCS1D02G008000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,4081074.0,4082357.0,.,-,.,ID=gene:TraesCS1D02G008100;biotype=protein_coding;gene_id=TraesCS1D02G008100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,4866795.0,4869517.0,.,-,.,ID=gene:TraesCS1D02G009192;biotype=protein_coding;gene_id=TraesCS1D02G009192;logic_name=iwgsc_high_conf
1D,IWGSC,gene,4874061.0,4880325.0,.,-,.,ID=gene:TraesCS1D02G009300;biotype=protein_coding;gene_id=TraesCS1D02G009300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,5139131.0,5140186.0,.,+,.,ID=gene:TraesCS1D02G009400;biotype=nontranslating_CDS;gene_id=TraesCS1D02G009400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,5130474.0,5135364.0,.,-,.,ID=gene:TraesCS1D02G009406;biotype=protein_coding;gene_id=TraesCS1D02G009406;logic_name=iwgsc_high_conf
1D,IWGSC,gene,5405428.0,5410957.0,.,-,.,ID=gene:TraesCS1D02G010000;biotype=protein_coding;gene_id=TraesCS1D02G010000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,5425782.0,5430560.0,.,-,.,ID=gene:TraesCS1D02G010200;biotype=protein_coding;description=Formin-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T2K4];gene_id=TraesCS1D02G010200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,5445598.0,5450155.0,.,+,.,ID=gene:TraesCS1D02G010400;biotype=protein_coding;description=Mitochondrial L2 ribosomal protein [Source:UniProtKB/TrEMBL%3BAcc:Q1AN57];gene_id=TraesCS1D02G010400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,5451127.0,5453160.0,.,+,.,ID=gene:TraesCS1D02G010500;biotype=protein_coding;gene_id=TraesCS1D02G010500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,5511254.0,5517977.0,.,+,.,ID=gene:TraesCS1D02G010700;biotype=protein_coding;description=Vacuolar sorting protein 39 [Source:Projected from Arabidopsis thaliana (AT1G22860) TAIR%3BAcc:AT1G22860];gene_id=TraesCS1D02G010700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6226393.0,6241143.0,.,+,.,ID=gene:TraesCS1D02G011300;biotype=protein_coding;gene_id=TraesCS1D02G011300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6325402.0,6328381.0,.,-,.,ID=gene:TraesCS1D02G011600;biotype=protein_coding;gene_id=TraesCS1D02G011600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6331893.0,6345564.0,.,-,.,ID=gene:TraesCS1D02G011700;biotype=protein_coding;description=Methionine S-methyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T1L6];gene_id=TraesCS1D02G011700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6399253.0,6400001.0,.,-,.,ID=gene:TraesCS1D02G012000;biotype=protein_coding;gene_id=TraesCS1D02G012000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6475182.0,6477014.0,.,+,.,ID=gene:TraesCS1D02G012300;biotype=protein_coding;description=Arginine decarboxylase [Source:UniProtKB/TrEMBL%3BAcc:W5ALF0];gene_id=TraesCS1D02G012300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6539891.0,6542462.0,.,-,.,ID=gene:TraesCS1D02G012500;biotype=protein_coding;gene_id=TraesCS1D02G012500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6766844.0,6771905.0,.,-,.,ID=gene:TraesCS1D02G013100;biotype=protein_coding;description=Tubulin-folding cofactor E [Source:Projected from Arabidopsis thaliana (AT1G71440) UniProtKB/Swiss-Prot%3BAcc:Q8GRL7];gene_id=TraesCS1D02G013100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6774424.0,6778290.0,.,+,.,ID=gene:TraesCS1D02G013200;biotype=protein_coding;gene_id=TraesCS1D02G013200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6778533.0,6780323.0,.,-,.,ID=gene:TraesCS1D02G013300;biotype=protein_coding;gene_id=TraesCS1D02G013300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,6898428.0,6901098.0,.,+,.,ID=gene:TraesCS1D02G013800;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T2M5];gene_id=TraesCS1D02G013800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7055141.0,7059731.0,.,-,.,ID=gene:TraesCS1D02G014600;biotype=protein_coding;gene_id=TraesCS1D02G014600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7204336.0,7207634.0,.,-,.,ID=gene:TraesCS1D02G015300;biotype=protein_coding;description=Receptor-like kinase 2 [Source:UniProtKB/TrEMBL%3BAcc:D0QEJ4];gene_id=TraesCS1D02G015300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7209284.0,7211888.0,.,+,.,ID=gene:TraesCS1D02G015400;biotype=protein_coding;gene_id=TraesCS1D02G015400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7346617.0,7354326.0,.,+,.,ID=gene:TraesCS1D02G015800;biotype=protein_coding;gene_id=TraesCS1D02G015800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7347034.0,7350992.0,.,-,.,ID=gene:TraesCS1D02G015900;biotype=protein_coding;gene_id=TraesCS1D02G015900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7472890.0,7478757.0,.,-,.,ID=gene:TraesCS1D02G016500;biotype=protein_coding;description=Phosphatidate cytidylyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T1A0];gene_id=TraesCS1D02G016500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7502196.0,7506050.0,.,+,.,ID=gene:TraesCS1D02G016600;biotype=protein_coding;description=arginine/serine-rich 45 [Source:Projected from Arabidopsis thaliana (AT1G16610) TAIR%3BAcc:AT1G16610];gene_id=TraesCS1D02G016600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7833433.0,7834379.0,.,+,.,ID=gene:TraesCS1D02G017500;biotype=protein_coding;description=Dirigent protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T1W0];gene_id=TraesCS1D02G017500;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7868467.0,7872465.0,.,+,.,ID=gene:TraesCS1D02G017600;biotype=protein_coding;gene_id=TraesCS1D02G017600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7874518.0,7876881.0,.,-,.,ID=gene:TraesCS1D02G017700;biotype=protein_coding;gene_id=TraesCS1D02G017700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7899692.0,7902551.0,.,+,.,ID=gene:TraesCS1D02G018000;biotype=protein_coding;gene_id=TraesCS1D02G018000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7913104.0,7917168.0,.,-,.,ID=gene:TraesCS1D02G018200;biotype=protein_coding;gene_id=TraesCS1D02G018200;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7918701.0,7921587.0,.,-,.,ID=gene:TraesCS1D02G018300;biotype=protein_coding;description=V-type proton ATPase proteolipid subunit [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T1X1];gene_id=TraesCS1D02G018300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,7944751.0,7950175.0,.,-,.,ID=gene:TraesCS1D02G018400;biotype=protein_coding;gene_id=TraesCS1D02G018400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,8610887.0,8616204.0,.,+,.,ID=gene:TraesCS1D02G019700;biotype=protein_coding;gene_id=TraesCS1D02G019700;logic_name=iwgsc_high_conf
1D,IWGSC,gene,8622524.0,8629139.0,.,-,.,ID=gene:TraesCS1D02G019900;biotype=protein_coding;gene_id=TraesCS1D02G019900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,8711647.0,8714760.0,.,+,.,ID=gene:TraesCS1D02G020000;biotype=protein_coding;description=Actin [Source:UniProtKB/TrEMBL%3BAcc:Q5EWZ1];gene_id=TraesCS1D02G020000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,8715042.0,8717722.0,.,-,.,ID=gene:TraesCS1D02G020100;biotype=protein_coding;gene_id=TraesCS1D02G020100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,9399302.0,9400347.0,.,-,.,ID=gene:TraesCS1D02G022000;biotype=protein_coding;description=Bowman-Birk trypsin inhibitor-like protein [Source:UniProtKB/TrEMBL%3BAcc:A9UIE4];gene_id=TraesCS1D02G022000;logic_name=iwgsc_high_conf
1D,IWGSC,gene,9757944.0,9766176.0,.,+,.,ID=gene:TraesCS1D02G022900;biotype=protein_coding;gene_id=TraesCS1D02G022900;logic_name=iwgsc_high_conf
1D,IWGSC,gene,9871576.0,9875374.0,.,+,.,ID=gene:TraesCS1D02G023400;biotype=protein_coding;gene_id=TraesCS1D02G023400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10179967.0,10186294.0,.,-,.,ID=gene:TraesCS1D02G024300;biotype=protein_coding;gene_id=TraesCS1D02G024300;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10257122.0,10268568.0,.,-,.,ID=gene:TraesCS1D02G024400;biotype=protein_coding;gene_id=TraesCS1D02G024400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10367753.0,10372465.0,.,+,.,ID=gene:TraesCS1D02G024600;biotype=protein_coding;description=Transcription initiation factor IIA subunit 2 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5T1Y9];gene_id=TraesCS1D02G024600;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10382683.0,10387683.0,.,-,.,ID=gene:TraesCS1D02G024800;biotype=protein_coding;gene_id=TraesCS1D02G024800;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10398138.0,10400516.0,.,-,.,ID=gene:TraesCS1D02G025100;biotype=protein_coding;gene_id=TraesCS1D02G025100;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10432728.0,10437741.0,.,-,.,ID=gene:TraesCS1D02G025400;biotype=protein_coding;gene_id=TraesCS1D02G025400;logic_name=iwgsc_high_conf
1D,IWGSC,gene,10661025.0,10664946.0,.,-,.,ID=gene:TraesCS1D02G026000;biotype=protein_coding;gene_id=TraesCS1D02G026000;logic_name=iwgsc_high_conf
